rank,issue_id,repo_name,title,created_at
991,65892,pandas-dev/pandas,BUG: Inconsistent nan to None behaviour in replace() with scalar vs list value,2026-06-16T14:36:31+00:00
992,65899,pandas-dev/pandas,BUG: merge with NaN-labeled join key produces duplicate columns,2026-06-17T21:19:01+00:00
993,31919,matplotlib/matplotlib,[Bug]: Manually created markers for legends are vertically raised and have sharp edges,2026-06-18T07:43:24+00:00
994,65915,pandas-dev/pandas,BUG: Plotting with timezone-aware and normalized `DatetimeIndex` drops tz-info,2026-06-20T02:57:28+00:00
995,31933,matplotlib/matplotlib,[Bug]: macOS backend UI doesn't update on 'o' and 'p' shortcuts,2026-06-21T03:36:23+00:00
996,31935,matplotlib/matplotlib,[Doc]: examples/api directory?,2026-06-22T10:31:12+00:00
997,31936,matplotlib/matplotlib,[Bug]: Figure size change on macos in matplotlib 3.11.0 macosx backend,2026-06-22T13:03:11+00:00
998,31949,matplotlib/matplotlib,"[Bug]: qtagg ""Export Values"" window isn't clickable/visible",2026-06-26T18:23:50+00:00
999,66080,pandas-dev/pandas,BUG:,2026-06-28T11:54:31+00:00
1000,31968,matplotlib/matplotlib,[Bug]: macosx backend crashes when used on a worker thread,2026-06-29T16:14:29+00:00
1001,8293,huggingface/datasets,Support concatenating multiple streaming datasets while preserving the sum of shards,2026-06-30T05:44:23+00:00
1002,31971,matplotlib/matplotlib,[Bug]: Changing GridSpec column/row ratios after axes creation does not update the figure layout,2026-06-30T07:55:52+00:00
1003,8296,huggingface/datasets,[security] Symlink-Following Arbitrary File Write via Archive Extraction in huggingface/datasets,2026-06-30T18:46:34+00:00
1004,31976,matplotlib/matplotlib,[ENH]: Consider using a layout engine by default,2026-07-01T09:56:14+00:00
1005,31979,matplotlib/matplotlib,[Bug]: pyplot.subplot_tool doesn't always return a SubplotTool,2026-07-02T02:52:14+00:00
1006,31983,matplotlib/matplotlib,[Bug]: Can not fallback to `kpsewhich` when `luatex` does not work,2026-07-02T09:52:41+00:00
1007,8302,huggingface/datasets,Turkish DIK-style Syntactic Structure Benchmark Dataset,2026-07-03T15:33:39+00:00
1008,31991,matplotlib/matplotlib,[Bug]: macOS backend flickers/flashes due to use of timers,2026-07-03T17:30:08+00:00
1009,66140,pandas-dev/pandas,ENH: Enable LSan in CI,2026-07-03T22:20:23+00:00
1010,66151,pandas-dev/pandas,BUG: `pivot_table` with `margins=True` raises KeyError when dict aggfunc doesn't cover every aggregated column,2026-07-05T19:12:54+00:00
1011,8737,networkx/networkx,Exponential running time of simple_cycles with length_bound (_bounded_cycle_search),2026-07-06T08:11:28+00:00
1012,66177,pandas-dev/pandas,DEPR: read_feather,2026-07-06T20:22:22+00:00
1013,32005,matplotlib/matplotlib,[Bug]: Axis.get_tick_space could take tick label rotation into account,2026-07-06T21:14:44+00:00
1014,66203,pandas-dev/pandas,PERF: High overhead in DataFrame.apply(raw=True) due to np.apply_along_axis,2026-07-07T19:19:26+00:00
1015,32016,matplotlib/matplotlib,[Bug]: macOS: qtagg backend crashes on Control-C after input(),2026-07-08T03:28:43+00:00
1016,32017,matplotlib/matplotlib,[Bug]: macOS: tkagg backend crashes on Control-C after input(),2026-07-08T03:34:42+00:00
1017,66255,pandas-dev/pandas,BUG: Float64 vs float64 incorrect result when using empty slice,2026-07-09T23:48:50+00:00
1018,66263,pandas-dev/pandas,PERF: Skip full array allocation in RangeIndex.isin for small query inputs,2026-07-10T10:19:56+00:00
1019,66281,pandas-dev/pandas,ENH: Optimize Series.apply User-Defined Functions (UDFs) via JIT Compilation Engine Option,2026-07-10T18:41:46+00:00
1020,66287,pandas-dev/pandas,"BUG: MultiIndex.set_levels/set_codes give self-contradictory ""must be list-like"" error for a nested value with a scalar level",2026-07-11T01:08:18+00:00
1021,66289,pandas-dev/pandas,"BUG: merge_asof says ""tolerance must be positive"" but accepts tolerance=0",2026-07-11T07:35:49+00:00
1022,32039,matplotlib/matplotlib,[MNT]: Use more-inclusive language in _trirefine.py,2026-07-13T03:25:15+00:00
1023,66329,pandas-dev/pandas,pandas.pydata.org serves no /.well-known/security.txt (RFC 9116),2026-07-14T11:29:49+00:00
1024,66333,pandas-dev/pandas,DOC: Clarify PeriodIndex.from_fields scalar input requirements,2026-07-14T15:40:24+00:00
1025,32041,matplotlib/matplotlib,[MNT]: macosx event_loop_is_running is a deceptive name,2026-07-14T18:34:52+00:00
1026,32044,matplotlib/matplotlib,[Doc]: document provisional flag in API guidelines,2026-07-15T14:59:44+00:00
1027,32053,matplotlib/matplotlib,[Bug]: Pickle round-tripping a figure incorrectly restores its original DPI instead of a DPI explicitly changed via Figure.set_dpi().,2026-07-17T10:07:26+00:00
1028,32063,matplotlib/matplotlib,[Bug]: Font fallback bugs,2026-07-18T10:23:18+00:00
1029,32071,matplotlib/matplotlib,[Doc]: :rc: directive without defaults,2026-07-19T01:54:42+00:00
1030,66368,pandas-dev/pandas,BUG: `str.split()`/`rsplit()` with no separator on `ArrowDtype` keeps empty whitespace tokens,2026-07-19T07:50:44+00:00
1031,66372,pandas-dev/pandas,"BUG: `read_excel`: `ValueError: Length of new names must be 1, got 2`",2026-07-19T10:02:31+00:00
1032,66374,pandas-dev/pandas,BUG: `MultiIndex.__repr__`: inconsistent output,2026-07-19T10:28:33+00:00
1033,66376,pandas-dev/pandas,"BUG: `read_{csv,excel}(<...>, header=[0,1], index_col=[0,1])` take different `.columns.names`",2026-07-19T11:20:45+00:00
1034,66377,pandas-dev/pandas,API: `read_excel`: `.index.names` vs `.columns.names`,2026-07-19T12:38:33+00:00
1035,66378,pandas-dev/pandas,"DOC: `read_{csv,excel}` skip rows (columns) above (before) header (index columns)",2026-07-19T13:03:43+00:00
1036,32073,matplotlib/matplotlib,[Bug]: Umbrella issue: matplotlib Free-threaded Extension Analysis Report,2026-07-19T13:52:10+00:00
1037,32074,matplotlib/matplotlib,[ENH]: Per-font size scaling (-> math text),2026-07-19T15:08:11+00:00
1038,66382,pandas-dev/pandas,"BUG: read_csv(dtype=""category"") ignores dtype_backend for the c and python engines",2026-07-19T22:29:59+00:00
1039,32076,matplotlib/matplotlib,SubFigure hspace=None incorrectly applies default vertical spacing when wspace is specified,2026-07-20T09:55:53+00:00
1040,66389,pandas-dev/pandas,ENH: Support `tz_convert` on naive timestamps when naive tz specified,2026-07-20T11:15:22+00:00
1041,66390,pandas-dev/pandas,BUG: ArrowDtype timestamp comparison with datetime.date scalar loses null propagation,2026-07-20T11:33:27+00:00
1042,32079,matplotlib/matplotlib,[Bug]: TeX line rendering,2026-07-20T12:46:01+00:00
1043,66410,pandas-dev/pandas,BUG: Cannot build `pandas` with MSVC,2026-07-21T17:18:06+00:00
1044,66420,pandas-dev/pandas,ENH: Ability to specify locale in Datetime and strftime for format,2026-07-22T06:31:49+00:00
1045,66474,pandas-dev/pandas,ENH: Provide a Consistent Round-Trip Contract for Axis Metadata Across Excel and Other IO Formats,2026-07-26T11:31:43+00:00
1046,32122,matplotlib/matplotlib,[Bug]: Cannot install due to missing `pybind11` headers,2026-07-26T14:08:01+00:00
1047,32125,matplotlib/matplotlib,Governance of MPL basemap,2026-07-27T02:57:58+00:00
1048,66490,pandas-dev/pandas,BUG: `factorize(use_na_sentinel=True)` ignores `use_na_sentinel` for pre-encoded PyArrow `DictionaryArray`s,2026-07-27T20:11:43+00:00
1049,66499,pandas-dev/pandas,BUG: DataFrame.eq() incorrectly rejects scalar strings in type annotations,2026-07-28T06:11:08+00:00
1050,32127,matplotlib/matplotlib,"[Bug]: Line3D.draw requires .shape on _verts3d, but set_data_3d accepts and stores any array-like",2026-07-28T08:03:34+00:00
1051,32129,matplotlib/matplotlib,[Bug]: a scalar-only custom scale silently blanks all 3D data instead of drawing it,2026-07-28T08:24:47+00:00
1052,66514,pandas-dev/pandas,BUG: object of type 'list_iterator' has no len(),2026-07-28T21:37:45+00:00
1053,66522,pandas-dev/pandas,BUG: DataFrame.ewm(...).online().mean() ignores the decay for single-column frames,2026-07-29T03:34:32+00:00
1054,66523,pandas-dev/pandas,"BUG/API: ewm with equally spaced times disagrees with no-times for adjust=False, ignore_na=False on NaN data",2026-07-29T03:35:02+00:00
1055,66527,pandas-dev/pandas,BUG: DataFrame.loc assignment with boolean column indexer raises NotImplementedError for single-column DataFrame,2026-07-29T06:42:14+00:00
1056,8373,huggingface/datasets,TypeError in _dill.py _batch_setitems with Python 3.14,2026-07-29T15:00:19+00:00
1057,8375,huggingface/datasets,"`PandasArrayExtensionDtype._metadata` should be a tuple, not a string",2026-07-31T01:50:02+00:00
1058,32146,matplotlib/matplotlib,[Doc]: Rework Hyperlinks example,2026-07-31T09:31:25+00:00
1059,32157,matplotlib/matplotlib,[Tracker] : Improve type annotation coverage,2026-07-31T21:19:18+00:00
1060,66571,pandas-dev/pandas,BUG: partial-string slicing on a PeriodIndex with an anchored freq resolves bounds one period early,2026-07-31T22:49:25+00:00
1061,66593,pandas-dev/pandas,BUG: memory_usage(deep=True) under-reports by ~4x for arrow-backed string Index once the engine is built,2026-08-01T18:41:35+00:00
1062,66605,pandas-dev/pandas,BUG: cumsum/cumprod raises ArrowInvalid: overflow on integer ArrowDtypes instead of upcasting,2026-08-02T19:02:44+00:00
1063,32164,matplotlib/matplotlib,[Bug]: Font lookup when rendering math text,2026-08-03T17:58:17+00:00
1064,32165,matplotlib/matplotlib,[MNT]: Clarify web browser policy,2026-08-03T18:01:09+00:00
1065,8381,huggingface/datasets,IterableDataset.to_dict() and to_polars() return an empty generator instead of the data,2026-08-03T18:35:13+00:00
1066,66615,pandas-dev/pandas,BUG: Inconsistent date time handling with serialized data,2026-08-04T02:48:38+00:00
1067,8386,huggingface/datasets,"map(batched=True, drop_last_batch=True) returns the input unchanged when the dataset is smaller than batch_size",2026-08-04T03:21:59+00:00
1068,8390,huggingface/datasets,to_json cannot round-trip temporal columns: all timestamps written as epoch milliseconds,2026-08-04T05:36:00+00:00
1069,8391,huggingface/datasets,"Nanosecond timestamps are silently truncated even when Value(""timestamp[ns]"") is requested",2026-08-04T05:36:19+00:00
1070,66626,pandas-dev/pandas,NumPy/object fallbacks in Arrow-backed arrays,2026-08-05T06:34:51+00:00
1071,32174,matplotlib/matplotlib,[Bug]: Using `rasterized=True` with `zorder` makes the generated SVG have wrong axes layer hierarchy,2026-08-06T08:12:54+00:00
1072,8410,huggingface/datasets,"_legacy_no_dict_keys_sorting has no reader since #7817, so the 2.15.0 legacy cache lookup computes the wrong config_id",2026-08-06T18:40:14+00:00
1073,32176,matplotlib/matplotlib,macOS Rework Umbrella,2026-08-07T03:47:41+00:00
1074,66656,pandas-dev/pandas,BUG: Passing a tuple at creation for 1-d  index in df is fine but rename_axis with tuple fails,2026-08-08T01:35:13+00:00
1075,8829,networkx/networkx,Feature Request: Address the zero-similarity problem in `simrank_similarity`,2026-08-08T19:56:28+00:00
1076,66673,pandas-dev/pandas,BUG: DataFrame.unstack(sort=False) mislabels columns when the unstacked level has unused entries,2026-08-09T18:21:29+00:00
1077,66674,pandas-dev/pandas,RLS: 3.1,2026-08-09T18:35:23+00:00
1078,66688,pandas-dev/pandas,"API: astype to CategoricalDtype matches by lookup instead of casting, so legitimate casts silently become NaN",2026-08-10T01:09:03+00:00
1079,8458,huggingface/datasets,Replace httpx with httpx2,2026-08-10T13:01:44+00:00
1080,66703,pandas-dev/pandas,BUG: boolean-mask operations on a null-dtype ArrowDtype column abort the process (SIGABRT),2026-08-10T16:54:51+00:00
1081,8463,huggingface/datasets,very bad quality images in most of them,2026-08-12T03:49:23+00:00
1082,8465,huggingface/datasets,"PandasArrayExtensionArray.take coerces fill_value before checking whether anything is filled, breaking boolean masks on integer array columns",2026-08-12T06:38:18+00:00
1083,8467,huggingface/datasets,"PandasArrayExtensionDtype has no construct_from_string, so comparing the dtype to any string raises AssertionError",2026-08-12T07:24:51+00:00
1084,8469,huggingface/datasets,Empty column loses its dtype under numpy format (always float32),2026-08-12T07:37:13+00:00
1085,8472,huggingface/datasets,batch(0) silently returns one batch with the whole dataset instead of raising,2026-08-12T07:52:28+00:00
1086,66740,pandas-dev/pandas,TRACKER: support for Python 3.15,2026-08-12T15:28:32+00:00
1087,66742,pandas-dev/pandas,DOC: Update `DataFrame` and `Index` docs to say that `dicts` are accepted and the keys are used,2026-08-12T19:07:47+00:00
1088,66743,pandas-dev/pandas,DISCUSSION:  Should `pandas` allow any non-string iterable for various arguments?,2026-08-12T19:22:59+00:00
1089,8473,huggingface/datasets,Negative percent split boundary silently anchors to the start when it rounds to 0 (`train[-1%:]` returns the whole split),2026-08-13T02:56:52+00:00
1090,8475,huggingface/datasets,`Dataset.select` raises a raw OverflowError on in-range negative indices that its own validation allows,2026-08-13T03:02:44+00:00
1091,8481,huggingface/datasets,ClassLabel.str2int and int2str do not validate the elements of an iterable,2026-08-15T08:43:11+00:00
1092,8483,huggingface/datasets,"Dataset.take(n) raises IndexError when n > len(dataset), but IterableDataset.take(n) returns what it has",2026-08-15T16:32:03+00:00
1093,8491,huggingface/datasets,`Dataset.map(num_proc=N)` worker crashes with `ValueError: I/O operation on closed file` when `finalize()` is interrupted,2026-08-17T06:05:58+00:00
1094,8494,huggingface/datasets,cast_column to ClassLabel silently accepts out-of-range label indices,2026-08-18T08:11:05+00:00
1095,8499,huggingface/datasets,TsFile format filter uses an inconsistent URL and is not available initially,2026-08-19T11:35:39+00:00
1096,66850,pandas-dev/pandas,"ENH: add `DatetimeIndexResampler`, `PeriodIndexResampler` and `TimedeltaIndexResampler` to `pandas.api.typing`",2026-08-19T14:27:40+00:00
1097,8500,huggingface/datasets,"with_format(""numpy"") returns bool/datetime values as 0-d unhashable arrays and casts duration columns to int64",2026-08-19T23:48:11+00:00
1098,66877,pandas-dev/pandas,BUG: rollforward/rollback accept date but their type hints reject it,2026-08-20T15:56:49+00:00
1099,66893,pandas-dev/pandas,BUG: `groupby(...).indices` / `get_group()` return the wrong group with `sort=False` + Categorical key + multiple keys,2026-08-21T01:27:54+00:00
1100,8505,huggingface/datasets,Request to correct language name for ISO code 'blk' from 'Pa'o Karen' to 'Pa'O',2026-08-23T12:05:19+00:00
1101,8507,huggingface/datasets,ArrayXD silently reshapes inputs with incompatible nested dimensions,2026-08-23T18:42:56+00:00
1102,66966,pandas-dev/pandas,ENH: Allow assign() lambdas to optionally receive the target column as a second argument,2026-08-23T19:03:58+00:00
1103,8511,huggingface/datasets,`Image.cast_storage` warns about downcasting int64 to uint8 for storage that is already uint8,2026-08-24T09:23:22+00:00
1104,67005,pandas-dev/pandas,BUG: read_csv with integer `names` treats integer `dtype` keys as both label and position,2026-08-26T13:58:30+00:00
1105,67008,pandas-dev/pandas,"BUG: read_csv with engine=""pyarrow"", header=None and usecols relabels columns positionally instead of keeping file positions",2026-08-26T18:34:36+00:00
1106,67010,pandas-dev/pandas,"BUG: read_csv with engine=""pyarrow"" and usecols orders columns as given in usecols instead of file order",2026-08-26T19:00:31+00:00
1107,67012,pandas-dev/pandas,"DOC, API: `read_*` methods alignment",2026-08-26T19:43:37+00:00
1108,67014,pandas-dev/pandas,API: Restrictions on EA scalar types,2026-08-26T22:20:02+00:00
1109,67024,pandas-dev/pandas,"BUG: `Series.str.extract` with `ArrowDtype` raises on unnamed capture groups, and drops them when mixed with named ones",2026-08-27T12:55:16+00:00
1110,32246,matplotlib/matplotlib,[ENH]: Use a valid font cache from a read-only MPLCONFIGDIR instead of rebuilding in a temp dir,2026-08-27T16:08:44+00:00
1111,67055,pandas-dev/pandas,BUG: Pandas 3: RangeIndex values can be modified from the outside,2026-08-28T09:21:47+00:00
1112,8522,huggingface/datasets,Docs proposal: relabel left/right segmentation classes during horizontal flips,2026-08-28T10:39:42+00:00
1113,67064,pandas-dev/pandas,DOC: user guide SQL section lacks PostgreSQL (psycopg 3) recipes,2026-08-28T21:04:59+00:00
1114,67065,pandas-dev/pandas,"BUG: HDFStore.select with where=""cat == None"" returns empty DataFrame for Categorical columns instead of matching missing/NaN rows",2026-08-28T21:25:14+00:00
1115,67066,pandas-dev/pandas,BUG: zoneinfo transition times causes incorrect localization of some Timestamps on 32 bit platforms,2026-08-28T21:49:38+00:00
1116,32258,matplotlib/matplotlib,Always send an opaque buffer to interactive backends,2026-08-29T17:19:44+00:00
1117,8537,huggingface/datasets,JPEG XL support,2026-08-30T12:13:56+00:00
1118,67470,pandas-dev/pandas,"ENH: include cell location in ExcelWriter warning for values exceeding the 32,767 character limit",2026-08-30T16:25:19+00:00
1119,32269,matplotlib/matplotlib,"tripcolor shading=""gouraud"" streaks/glitch on macOS arm64; shading=""flat"" is fine",2026-08-31T00:36:30+00:00
1120,32272,matplotlib/matplotlib,"[Bug]: Ragged Poly3DCollection projects uninitialized padding, causing nondeterministic overflow",2026-08-31T16:49:30+00:00
1121,32276,matplotlib/matplotlib,[MNT]: Deprecate internal Cairo backends,2026-09-01T03:46:35+00:00
1122,67726,pandas-dev/pandas,BUG: IndexError with certain subplot order in stacked barchart,2026-09-01T06:54:10+00:00
1123,8543,huggingface/datasets,xPath.glob passes double-wrapped storage options to url_to_fs,2026-09-01T06:58:36+00:00
1124,67727,pandas-dev/pandas,BUG: barcharts grouped in subplots behave incorrectly with stacked=False,2026-09-01T07:04:43+00:00
1125,67751,pandas-dev/pandas,DOC: Opening a Pull Request Instructions Incorrect,2026-09-01T13:33:50+00:00
1126,8885,networkx/networkx,ISMAGS raises ValueError if no nodes are compatible,2026-09-01T14:12:45+00:00
1127,67753,pandas-dev/pandas,"BUG: IntervalArray.__arrow_array__ rejects ExtensionDtype subtypes, and ArrowIntervalType metadata cannot round-trip them",2026-09-01T16:10:26+00:00
1128,67754,pandas-dev/pandas,BUG: IntervalDtype.__from_arrow__ ignores the struct-level validity bitmap,2026-09-01T16:10:28+00:00
1129,67755,pandas-dev/pandas,"BUG: DataFrame.plot.bar raises ""Must supply freq for datetime value"" with datetime x column",2026-09-01T16:53:27+00:00
1130,8891,networkx/networkx,GraphMatcher.isomorphsism_iter() can yield isomorphisms for non-isomorphic graphs,2026-09-02T12:53:12+00:00
1131,32280,matplotlib/matplotlib,pip install matplot fails (on windows) for Python 3.15.0rc2,2026-09-02T17:10:59+00:00
1132,67928,pandas-dev/pandas,API: Add reduction methods to ExtensionArray,2026-09-02T20:55:02+00:00
1133,67949,pandas-dev/pandas,"BUG: pd.to_numeric with errors=""coerce"" fails to produce actual NA values when applied to dtype string[pyarrow] values",2026-09-03T08:16:31+00:00
1134,67967,pandas-dev/pandas,PERF: avoid redundant allocations in StringArray duplicated and value_counts,2026-09-03T20:57:53+00:00
1135,8560,huggingface/datasets,Bump fsspec to 2026.7.0,2026-09-03T22:02:32+00:00
1136,67969,pandas-dev/pandas,PERF: avoid temporary allocations in multi-block DataFrame axis=1 reductions,2026-09-03T22:06:57+00:00
1137,67970,pandas-dev/pandas,PERF: avoid per-element group labels in nullable DataFrame axis=1 reductions,2026-09-03T22:44:53+00:00
1138,67982,pandas-dev/pandas,CI: pixi-version is pinned in three places and dependabot bumps none of them,2026-09-04T01:41:55+00:00
1139,67984,pandas-dev/pandas,TST: set LC_TIME in the test body instead of skipping under skip_if_not_english_lc_time,2026-09-04T01:42:22+00:00
1140,67985,pandas-dev/pandas,BUG: validate_test_dependencies.py is blind to pixi [target.*.dependencies],2026-09-04T01:42:37+00:00
1141,67986,pandas-dev/pandas,"CI: sanitizers environment has no pyarrow, so the read_csv pyarrow string path is never sanitized",2026-09-04T01:56:48+00:00
1142,67991,pandas-dev/pandas,TST: test_duplicated_hashtable_impl monkeypatches _SIZE_CUTOFF on a path that never reads it,2026-09-04T02:16:14+00:00
1143,67992,pandas-dev/pandas,BUG: find_stack_level treats third-party `pandas*` packages as pandas-internal,2026-09-04T02:16:15+00:00
1144,67993,pandas-dev/pandas,TST: pandas/tests/api/test_api.py::TestApi::test_api fails when that directory is run on its own,2026-09-04T02:16:21+00:00
1145,67994,pandas-dev/pandas,BUILD: pyproject.toml banned-api comment is wrong — TID251 does resolve np.random through the alias,2026-09-04T02:16:22+00:00
1146,67995,pandas-dev/pandas,BUILD: window/meson.build never passes --shared=pandas._libs._cyutility to its extensions,2026-09-04T02:16:23+00:00
1147,68009,pandas-dev/pandas,BUG: addition of non-UTC DatetimeArray with large Timedelta returns None,2026-09-04T09:06:16+00:00
1148,68026,pandas-dev/pandas,BUG: to_xml() export not valid for bool dtype,2026-09-04T16:15:29+00:00
1149,68041,pandas-dev/pandas,BUG: read_csv fails to finalize index when engine='pyarrow' and dtype is scalar (or dict without an index specified),2026-09-04T22:29:23+00:00
1150,8898,networkx/networkx,_hits_numpy(normalized=False) can return inf/NaN after switching to eigh,2026-09-05T04:28:44+00:00
1151,32304,matplotlib/matplotlib,[Bug]: boxplot errors when `x` and `tick_labels` are empty,2026-09-05T18:11:03+00:00
1152,8568,huggingface/datasets,skip() after split_dataset_by_node gives every rank the whole dataset,2026-09-06T04:19:57+00:00
1153,68199,pandas-dev/pandas,BUG: Series/DataFrame.replace with a callable value silently stores the function instead of applying or rejecting it,2026-09-06T04:24:27+00:00
1154,8570,huggingface/datasets,[zh] Add Simplified Chinese translation for README,2026-09-06T05:02:49+00:00
